ton,dist,cost
5,12.98042159,15
11,109.4392078,23
14,77.94490199,22
25,79.8768466,31
25,338.519853,52
18,66.05187121,30
25,15.36359819,5
11,98.72761455,22
18,191.7106488,45
25,24.03502569,24
25,39.11413108,23
25,63.02366729,26
25,77.15433306,26
25,20.4446157,17
25,30.49111265,25
11,137.4420038,24
25,20.4446157,17
25,22.45686623,27
11,257.9066841,43
25,77.15433306,26
11,62.98099606,17
11,93.63355832,22
5,88.19570931,22
25,132.1433574,35
11,66.00478576,14
25,58.16708892,23
25,22.45686623,27
11,33.77669144,13
11,93.63355832,22
11,94.47959696,17
11,91.25449309,15
18,84.32436356,20
18,141.6947436,28
5,203.323033,28
18,130.102476,26
11,35.54933512,12
25,22.45686623,27
18,19.62947722,15
25,273.4904862,56
11,10.28999842,14
18,179.8051714,42
18,229.463565,37
11,45.82310328,22
11,132.9556202,25
25,96.63416342,32
25,333.6158237,58
25,126.1999635,30
25,38.68515525,22
25,128.0926495,35
22,42.01306986,18
18,203.0051063,35
11,31.83068942,15
25,128.0926495,35
18,161.337471,28
22,181.2384949,60
14,84.01431089,26
22,185.4384495,60
18,111.461582,27
5,10.23161801,9
18,137.4420038,24
25,61.69041103,26
11,153.1453212,17
11,45.29327783,16
25,139.8030632,45
5,103.468355,18
18,62.53812691,29
25,259.3083705,51
11,52.98108234,15
11,23.22688581,10
11,52.98108234,15
11,70.36813892,17
25,51.39131981,22
11,283.1465613,37
25,193.6135931,50
25,171.0887576,1.4
25,129.6140646,42
25,129.6140646,42
25,129.6140646,42
5,291.3398831,30
11,264.8023526,30
5,142.5027448,30
25,101.3569623,36
14,176.8278234,36
5,291.3398831,30
11,70.80709839,16
11,259.0483013,38
18,309.4991268,58
25,291.3398831,40
25,141.8301631,38
25,190.4175145,40
25,224.8574501,50
5,26.61610293,8
25,336.2099311,60
25,146.875873,40
11,64.62913782,22
11,26.18405505,13
25,66.94073242,23
5,342.9985294,36
25,48.84430019,27
18,62.53812691,29
25,167.1099974,47
5,342.9985294,36
14,236.3639743,43
25,33.93849108,17
25,96.21789324,38
11,96.62646459,17
25,83.08864367,27
25,255.9382873,57
25,96.21789324,38
11,326.6082339,32
5,14.32283615,7
25,250.6340228,58
25,250.6340228,58
11,69.42248672,18
11,189.4865391,33
18,119.2914271,30
5,255.2404053,35
11,277.9760638,60
25,297.7589116,56
11,56.15589625,17
25,88.82066485,25
11,168.0773276,30
18,161.7242516,50
11,67.86044955,17
11,96.54798525,19
5,96.54798525,14
5,96.54798525,16
25,40.96508775,21
5,78.90966923,17
11,53.53006237,20
18,225.4911515,38
5,177.177846,30
25,115.5233558,30
18,90.51603321,34
11,55.4148607,18
5,31.96121947,10
11,67.68463012,20
25,217.787659,56
18,123.5006821,30
18,62.53812691,29
25,263.4817112,55
25,51.6543151,18
25,101.1758745,30
25,58.67034272,25
5,56.64580394,11
25,48.96320482,25
25,287.9487659,62
25,336.2099311,60
18,261.8339142,48
25,16.96205271,13
11,132.3362252,12
18,171.9202095,40
14,228.9714616,43
18,318.4848675,60
14,236.3639743,43
25,253.4877308,62
11,117.4832025,30
25,165.2097743,35
18,239.6657337,40
11,69.24097248,18
14,121.6826112,26
11,135.7515974,23
5,121.6826112,26
11,121.6826112,26
14,48.99399726,18
11,67.68463012,20
25,37.44466493,19
25,151.2343613,40
25,195.0708907,48
25,42.77934973,32
11,53.53006237,20
18,148.2873595,33
11,140.0592333,26
11,196.6721142,33
11,82.90155483,21
25,299.630724,56
11,199.652741,35
14,307.1440067,50
14,307.1440067,50
11,58.76310916,16
11,160.8665549,25
25,180.1552464,43
5,46.09755178,14
5,83.02362513,18
11,62.64858526,16
18,291.9396349,50
18,121.7324168,32
25,78.16204806,36
18,11.86664836,14
25,75.99834657,28
18,62.5238598,21
18,62.71269761,25
22,94.47373293,24
25,184.4960166,44
5,149.3446478,26
11,149.3446478,26
18,36.70734279,28
11,236.0806232,45
1,145.8031129,10
5,202.9688665,35
25,184.4105843,44
25,313.1868768,63
18,184.4960166,42
5,31.15094701,16
5,31.15094701,16
5,31.15094701,16
25,74.46728529,40
14,57.83156807,24
11,104.33868,21
5,98.37162119,27
25,80.3903241,28
18,56.60779476,23
18,56.60779476,23
5,122.2472971,15
11,84.37190771,20
5,55.98427506,18
5,55.98427506,19
25,183.5401169,44
1,256.4044712,17
11,199.2433228,26
18,31.21273473,24
25,113.0127189,30
5,124.0133524,23
5,15.45620406,11
14,259.5344093,43
11,179.0440693,35
11,136.0129131,18
5,84.37190771,20
5,84.37190771,20
11,94.49585564,16
11,84.37190771,20
1,234.7818791,14
5,151.9671717,27
11,195.7338072,25
5,151.9671717,27
5,60.98375844,23
14,217.8329336,38
14,152.1414204,30
14,95.1939771,34
14,152.4367834,32
14,147.5146725,32
5,265.6487319,48
5,187.8519388,21.5
1,182.4095708,10.5
11,142.9616173,20
4,86.52116408,9.3
5,18.51597871,6
5,10.18816684,6.9
25,74.46728529,40
14,61.47244204,25
14,213.8313579,43
11,94.81414097,17
14,109.1758089,26
11,20.62847787,8
25,203.6090121,45
11,95.65493856,17
14,169.6868702,30
11,122.8603892,18
11,94.30725498,17
11,48.02867161,10
11,144.9946828,17
11,106.8189881,20
14,152.1414204,40
14,295.7061088,52
18,62.71269761,25
18,62.71269761,25
11,36.25949641,10
25,203.6090121,45
11,106.8189881,20
11,121.7324168,30
11,160.82275,22
11,128.245886,19
18,57.83156807,24
18,121.9951973,28
14,131.7731417,30
14,106.5743281,28
11,182.7015239,24
18,218.9784565,40
11,46.2907859,10
11,300.8034139,40
25,142.2068889,42
11,134.0987625,16
18,161.7506633,35
14,298.7101547,52
14,232.3328157,60
14,103.1535005,25
14,281.6375419,46
14,218.9784565,38
11,76.97510987,14
14,147.5146725,36
18,164.4367517,28
14,50.88552915,24
11,192.4656757,24
11,85.56834641,16
14,110.4751588,26
11,140.9170637,16
14,211.9205837,38
14,232.3328157,50
14,79.89158642,24
25,198.3278878,50
14,114.7788196,30
18,99.52536545,25
14,259.1134917,52
11,81.36167063,15
25,18.19252662,22
18,216.25277,36
18,92.05009344,25
5,174.6861758,26
5,174.6861758,26
11,174.6861758,26
11,174.6861758,26
14,174.6861758,29
14,174.6861758,29
11,262.8650611,45
25,76.65975253,28
5,283.0269042,50
18,62.71269761,25
25,190.9569819,45
18,127.395593,32
18,62.71269761,25
25,237.4086926,45
25,207.8968226,42
5,110.2055892,26
11,278.7029324,36
25,105.3068609,29
11,277.5187546,36
11,28.81201829,20
25,44.49963402,20
5,281.2578838,46
5,203.5364273,30
11,83.02362513,18
11,140.0779663,23
11,84.27309319,20
11,209.8996072,32
25,168.9156902,60
11,36.52983118,15
5,203.5364273,30
11,140.3463106,25
11,63.22897703,18
25,59.74467991,20
16,247.8802904,51
11,281.2578838,50
25,306.7704888,58
11,82.47806506,22
11,108.5075816,22
11,94.26273284,20
11,100.4338432,22
5,15.48402857,10
18,288.3728466,44
11,113.257013,28
25,212.2789721,26
18,265.2689438,47
18,340.9487109,65
18,46.44427119,17
5,225.2364265,30
25,300.9306404,68
25,114.993951,33
5,173.6356512,25
25,36.93728628,22
5,114.9418837,12
11,296.5212784,22
5,6.380334066,9
14,219.1460745,30
18,46.26084406,17
11,161.158923,27
25,20.27386952,21
18,61.48209474,21
25,20.27386952,21
25,77.45185907,30
25,77.45185907,30
18,232.350786,36
18,97.41933614,26
11,60.64176768,18
11,75.24667086,21
25,120.2039714,38
18,33.69270192,20
5,14.5412932,10
18,19.14679946,18
5,90.46824021,21
18,106.7123547,22
5,86.18197849,16
11,107.902665,19
11,74.38726475,27
25,161.7297264,32
11,192.5226252,32
18,180.4470621,35
25,311.6059721,52
25,188.799673,40
18,361.6221989,53
25,161.5897049,53
25,161.5897049,53
5,96.54798525,16
11,250.2300602,43
25,161.5897049,53
22,227.4351525,58
14,33.19173158,15
14,33.19173158,15
14,18.39995915,14
14,18.39995915,14
25,113.8725766,37
25,164.7519301,48
18,222.9276103,40
14,79.16898011,20
14,199.652741,35
18,28.06255993,18
25,122.8370142,34
11,56.74697476,17
25,102.8183635,28
18,137.5425829,35
25,102.8183635,28
11,72.88970121,24
25,122.8370142,34
25,122.8370142,34
18,361.6221989,53
18,141.9955937,40
1,113.8305265,8
1,67.39983433,6
11,63.97759181,20
18,141.9955937,40
18,141.9955937,40
18,141.9955937,40
11,102.2216226,20
18,141.9955937,40
18,141.9955937,40
11,100.8476297,20
11,247.2581923,40
18,147.3070596,28
25,120.1821624,35
18,147.3070596,28
18,148.5861862,35
11,216.4935542,47
25,164.2991746,53
5,120.579109,22
25,283.3902735,61
5,63.95841431,11
25,22.79257359,23
18,92.74497674,25
18,20.85916148,18
18,82.63164358,26
18,36.80144547,19
11,61.09910068,13
25,127.3014291,28
25,18.36624892,15
25,278.1668385,52
5,270.1642635,55
25,113.0127189,33
18,91.53657461,30
11,202.6497487,20
25,250.3698095,55
25,82.16713661,30
25,159.2293632,40
4,52.26248816,7
5,76.07061999,13
18,83.72293226,22
25,233.7606019,50
22,164.2991746,53
18,296.1540491,43
18,256.7760585,42
5,99.39463621,22
25,201.3601986,60
18,135.3424516,32
11,189.7180805,40
11,73.91115135,21
18,113.9264068,23
25,293.1594237,56
8,50.1402153,12
11,71.2542145,16
11,61.50926122,17
25,203.6090121,45
18,154.9300935,34
11,52.98108234,18
11,38.63662003,15
11,98.63358311,20
11,170.5332154,32
18,275.0056983,44
25,303.7568029,73
18,73.3119021,28
25,254.1319584,57
11,58.22639577,18
11,86.18197849,19
25,76.95891815,27
11,38.34290797,16
11,38.34290797,16
25,111.4161879,40
11,260.4682525,51
14,267.3778663,40
14,267.3778663,40
18,25.11715745,15
14,184.3840254,34
14,184.3840254,34
14,184.3840254,34
14,184.3840254,34
14,184.3840254,34
25,153.5278859,40
25,152.8085163,35
18,74.5702911,20
11,64.70441374,20
18,161.1258473,37
16,157.4521812,28
22,69.2548495,27
25,63.00503251,24
18,177.1042529,30
8,111.5984788,21
11,96.54798525,19
25,145.8991363,35
11,169.4212476,27
25,295.6697073,67
25,228.2793912,56
25,31.23834747,21
25,110.6403212,32
25,261.7102185,51
25,76.34477241,27
25,162.7285651,43
18,192.7136749,39
25,274.8465851,57
14,211.2071278,48
11,176.7299318,30
11,93.7242444,18
25,189.8561085,54
5,102.1499504,23
11,122.8603892,18
25,348.9121411,80
14,152.1414204,34
14,50.88552915,24
14,114.7788196,30
25,142.3522071,37
11,62.44144974,13
11,81.36167063,15
25,318.6727031,65
5,39.4574689,15
14,103.1535005,25
14,213.8313579,43
18,190.9762272,59
11,123.9796362,17
25,83.70258828,26
18,218.9784565,40
11,296.3995596,48
25,162.7285651,47
11,285.9320304,32
14,298.7101547,52
25,162.7285651,47
14,295.7061088,52
14,259.5344093,43
25,289.9141643,67
14,169.6868702,30
1,201.4213286,12
14,281.6375419,46
5,128.4769252,17
5,37.01064351,7
5,75.72624907,18
1,215.7212822,16
5,36.4851172,8
5,28.69628903,9
1,18.21541044,3.5
5,108.4774121,12
5,70.32073721,10
4,51.00269578,4
5,64.17584776,11
14,46.36636806,22
5,280.9269222,15
25,116.5010875,26
1,25.26166627,5
5,86.67956501,16
5,257.4169506,35
5,174.3321896,7
25,57.17686768,28
5,211.8544316,19
11,49.57089921,18
5,155.7749605,26
11,112.2645703,21
25,272.9855916,55
14,259.1134917,52
25,275.9941179,59
11,140.9170637,16
11,95.65493856,17
11,94.81414097,17
25,309.1069874,58
14,156.2082385,30
11,8.335725851,13
11,48.02867161,10
25,275.9941179,56
11,36.25949641,11
25,241.2984244,47
11,128.245886,20
25,108.7723836,37
25,74.86399134,28
11,94.30725498,18
25,89.49681424,35
18,240.528165,48
14,218.9784565,38
25,218.8344537,50
25,161.5897049,53
25,54.4971154,24
18,47.80555088,22
5,40.36030044,11
11,99.50763933,22
11,213.010746,32
5,251.0489323,40
11,33.85324502,13
11,34.14155714,15
25,155.454859,37
25,109.9534751,30
25,28.19590223,16
11,195.2841815,30
25,30.35625407,18
25,45.84023679,20
11,182.7150204,24
11,160.1887652,24
11,173.46441,23
25,34.78779309,21
25,219.3070144,53
11,83.0600061,15
25,219.3070144,53
11,309.2974187,45
11,200.0522563,30
18,137.9438914,30
25,216.2433765,48
18,18.04172943,19
25,44.88903916,22
11,251.0489323,40
11,348.6277667,50
18,268.1616991,49
25,63.9912721,25
25,168.9156902,60
11,245.4975456,38
14,251.0489323,40
25,119.0635815,36
18,137.9438914,30
18,4.236886668,14
11,83.66210622,24
25,52.54791478,26
11,49.34104111,16
18,47.05911975,18
14,337.3264273,55
11,70.18294462,17
18,210.8792136,40
25,295.6892263,62
25,26.00420772,15
11,25.88919515,12
11,44.90367781,17
25,250.3698095,55
25,295.6892263,62
5,141.4286867,30
11,15.58554583,13
25,76.65975253,28
5,221.6382733,30
14,93.67999354,26
5,242.8816121,30
5,257.4169506,35
25,189.5582005,52
11,49.34104111,17
25,223.2820857,54
18,265.5821122,40
25,285.6944183,58
18,95.59773595,30
11,67.94400455,19
11,56.60300177,18
25,242.3171898,60
11,242.8816121,40
25,113.8725766,38
25,222.225158,43
5,115.9605373,21
5,102.8496969,22
5,175.5015689,24
14,260.4408135,44
5,191.6471799,28
11,245.0662837,38
11,260.4408135,37
5,187.8519388,21.5
5,45.5587303,8.5
18,260.4408135,44
5,114.8591428,12.5
5,299.7857603,14
5,45.18333715,10.85
5,296.2240514,41.5
5,92.8602325,11
5,265.6487319,48.5
1,36.30783358,3.5
5,18.51597871,6
1,22.14575877,4.5
11,165.9372107,34
5,148.1220746,31
5,76.94376803,21.5
5,24.00442261,8.5
14,242.8816121,40
18,75.11063953,23
11,92.62442271,23
25,135.5981969,34
14,92.62442271,23
11,230.468926,38
18,103.4389587,28
14,103.4389587,28
25,41.91329949,18
18,90.54404653,30
5,75.14210734,15
5,138.700418,13
5,47.78483778,14
5,38.7572555,10
1,58.06072509,5
5,79.49555157,14
5,50.86961782,10
18,135.83715,29
5,63.95841431,12
5,34.88067323,9
25,37.86620841,18
5,174.3321896,7
11,83.59600057,15
5,84.48716247,14
25,330.8095001,58
11,220.8087805,35
11,89.75079103,20
11,276.6351362,31
5,217.3293471,28
5,60.82944276,13
5,102.1028682,28
25,220.2193946,56
25,88.84568661,37
11,129.1373106,23
11,82.18589108,23
25,293.4396449,63
25,103.0694881,34
25,129.7813414,40
11,249.1847054,35
25,253.6409513,31
25,103.8283883,33
14,94.11705712,30
25,64.62297924,26
18,268.3441261,67
14,76.78952895,25
25,210.7639036,55
25,125.7754824,32
25,70.93203295,25
25,27.39414925,20
18,113.1027333,28
25,72.2486853,27
5,83.02362513,18
25,77.41316246,27
25,136.7098871,38
25,79.77543856,28
22,33.47968279,18
11,27.87232756,15
25,74.77006017,27
25,52.54791478,26
18,78.45972047,26
25,169.8472122,34
25,169.8472122,34
25,26.65083647,24
25,30.17665297,18
5,239.3523753,42
14,109.366585,36
5,109.366585,36
5,104.5251304,36
5,65.9491894,17
14,100.0179695,27
5,100.0179695,27
5,98.73181744,27
5,124.0133524,24
5,242.6728384,42
11,239.3523753,42
5,98.37162119,30
5,126.5973221,17
18,56.60779476,24
5,15.45620406,10
11,112.2645703,21
11,255.9176923,28
5,156.800738,23
5,151.9671717,23
5,65.5031899,17
5,84.37190771,22
25,313.1868768,64
5,149.3446478,25
11,149.3446478,26
11,248.4753686,42
14,84.37190771,22
11,104.33868,21
25,183.5401169,47
5,84.37190771,22
5,31.15094701,16
5,55.98427506,18
5,55.98427506,19
5,151.9671717,27
5,112.2645703,17
5,151.9671717,27
5,166.6090633,25
11,238.1942127,42
11,46.2907859,10
14,81.82197586,28
11,175.4816014,19
11,20.62847787,8
25,82.63146022,28
11,173.9059729,18
11,94.49585564,16
11,108.8374997,57
11,159.4962053,16
11,29.58512836,11
11,258.7302971,12
18,89.81260351,30
11,48.02867161,10
14,132.069327,28
18,89.81260351,30
14,73.68374698,28
18,89.81260351,30
11,169.5393435,37
11,189.8580318,36
18,59.91019406,22
18,56.22476129,27
11,197.2822378,30
14,108.8374997,43
25,47.92922,23
18,64.98958371,30
25,34.70507739,25
5,63.86718337,12
25,180.278924,49
5,12.98042159,15
11,109.4392078,23
14,77.94490199,22
25,79.8768466,31
25,338.519853,52
18,66.0527767,30
25,15.36359819,5
11,98.72761455,22
18,191.7106488,45
25,24.03502569,24
25,39.11413108,23
25,63.02366729,26
25,77.15433306,26
25,20.4446157,17
25,30.49111265,25
11,137.4420038,24
25,20.4446157,17
25,22.45686623,27
11,257.9066841,43
25,77.15433306,26
11,63.00204769,17
11,93.63355832,22
5,88.19570931,22
25,132.1433574,35
11,66.00478576,14
25,58.16708892,23
25,22.45686623,27
11,33.77669144,13
11,93.63355832,22
11,94.47959696,17
11,91.25449309,15
18,84.32436356,20
18,141.6947436,28
5,203.323033,28
18,130.102476,26
11,35.54933512,12
25,22.45686623,27
18,19.62947722,15
25,273.4904862,56
11,10.28999842,14
18,179.8051714,42
18,229.463565,37
11,45.82310328,22
11,132.9556202,25
25,96.63416342,32
25,333.6158237,58
25,126.1999635,30
25,38.68515525,22
25,128.0926495,35
22,42.01306986,18
18,203.0051063,35
11,31.83068942,15
25,128.0926495,35
18,161.337471,28
22,181.2384949,60
14,84.01431089,26
22,185.4384495,60
18,111.461582,27
5,10.23161801,9
18,137.4420038,24
25,61.69041103,26
11,153.1453212,17
11,45.29327783,16
25,139.5772945,45
5,103.468355,18
18,62.53812691,29
25,259.3083705,51
11,52.98108234,15
11,23.23656256,10
11,52.98108234,15
11,70.36813892,17
25,51.39131981,22
11,283.1465613,37
25,193.6135931,50
25,170.5883884,1.4
25,129.6140646,42
25,129.6140646,42
25,129.6140646,42
5,291.3398831,30
11,264.8023526,30
5,142.5027448,30
25,101.3569623,36
14,176.8278234,36
5,291.3398831,30
11,70.80709839,16
11,259.0483013,38
18,309.4991268,58
25,291.3398831,40
25,141.8301631,38
25,190.4175145,40
25,224.8574501,50
5,26.61610293,8
25,336.2099311,60
25,146.875873,40
11,64.62913782,22
11,26.18405505,13
25,66.94073242,23
5,342.9985294,36
25,48.84430019,27
18,62.53812691,29
25,167.1099974,47
5,342.9985294,36
14,236.3639743,43
25,33.93849108,17
25,96.21789324,38
11,96.62646459,17
25,83.08864367,27
25,255.9382873,57
25,96.21789324,38
11,326.6082339,32
5,14.32283615,7
25,250.6340228,58
25,250.6340228,58
11,69.42248672,18
11,189.4865391,33
18,119.2914271,30
5,255.2404053,35
11,277.9760638,60
25,297.7589116,56
11,55.98072832,17
25,88.82066485,25
11,168.0773276,30
18,161.7242516,50
11,67.86044955,17
11,96.54798525,19
5,96.54798525,14
5,96.54798525,16
25,40.96508775,21
5,78.90966923,17
11,53.50641425,20
18,227.1544345,38
5,177.177846,30
25,115.5233558,30
18,90.51603321,34
11,55.4148607,18
5,31.96121947,10
11,67.68463012,20
25,217.787659,56
18,123.5006821,30
18,62.53812691,29
25,263.4817112,55
25,51.6543151,18
25,101.1758745,30
25,58.67034272,25
5,56.64580394,11
25,48.96320482,25
25,287.9487659,62
25,336.2099311,60
18,261.8339142,48
25,16.7563502,13
11,132.3362252,12
18,171.9202095,40
14,228.9714616,43
18,318.4848675,60
14,236.3639743,43
25,253.4877308,62
11,117.4832025,30
25,165.2097743,35
18,239.6657337,40
11,69.24097248,18
14,121.6826112,26
11,135.7515974,23
5,121.6826112,26
11,121.6826112,26
14,48.99399726,18
11,67.68463012,20
25,37.44466493,19
25,151.2343613,40
25,195.0708907,48
25,42.77934973,32
11,53.50641425,20
18,148.2134551,33
11,140.0592333,26
11,196.6721142,33
11,82.90155483,21
25,299.630724,56
11,199.652741,35
14,307.1440067,50
14,307.1440067,50
11,58.76310916,16
11,160.8665549,25
25,180.1552464,43
5,46.09755178,14
5,83.02362513,18
11,62.64858526,16
18,291.9396349,50
18,121.7324168,32
25,78.16204806,36
18,11.86664836,14
25,75.99834657,28
18,62.5238598,21
18,62.71269761,25
22,94.47373293,24
25,184.4960166,44
5,148.49183,26
11,148.49183,26
18,36.70734279,28
11,236.0806232,45
1,145.8031129,10
5,202.9688665,35
25,184.4105843,44
25,313.1868768,63
18,184.4960166,42
5,31.15094701,16
5,31.15094701,16
5,31.15094701,16
25,74.46728529,40
14,57.83156807,24
11,104.33868,21
5,98.37162119,27
25,80.3903241,28
18,56.60779476,23
18,56.60779476,23
5,122.2472971,15
11,84.37190771,20
5,55.0013573,18
5,55.0013573,19
25,183.5401169,44
1,256.4044712,17
11,199.2433228,26
18,31.21273473,24
25,113.0127189,30
5,124.0133524,23
5,15.45620406,11
14,259.5344093,43
11,179.0440693,35
11,136.0129131,18
5,84.37190771,20
5,84.37190771,20
11,94.49585564,16
11,84.37190771,20
1,234.7818791,14
5,151.9671717,27
11,195.7338072,25
5,151.9671717,27
5,60.98375844,23
14,217.8329336,38
14,152.1414204,30
14,95.1939771,34
14,152.4367834,32
14,147.5146725,32
5,265.6487319,48
5,187.8519388,21.5
1,182.4095708,10.5
11,142.9616173,20
4,86.52116408,9.3
5,18.51597871,6
5,10.18816684,6.9
25,74.46728529,40
14,61.47244204,25
14,213.8313579,43
11,94.81414097,17
14,109.1758089,26
11,20.62847787,8
25,203.6090121,45
11,95.65493856,17
14,169.6868702,30
11,122.8603892,18
11,94.30725498,17
11,48.02867161,10
11,144.9946828,17
11,106.8189881,20
14,152.1414204,40
14,295.7061088,52
18,62.71269761,25
18,62.71269761,25
11,36.25949641,10
25,203.6090121,45
11,106.8189881,20
11,121.7324168,30
11,160.82275,22
11,128.245886,19
18,57.83156807,24
18,121.9951973,28
14,131.7731417,30
14,106.5743281,28
11,182.7015239,24
18,218.9784565,40
11,46.2907859,10
11,300.8034139,40
25,142.2068889,42
11,134.0987625,16
18,161.7506633,35
14,298.7101547,52
14,232.3328157,60
14,103.1535005,25
14,281.6375419,46
14,218.9784565,38
11,76.97510987,14
14,147.5146725,36
18,164.4367517,28
14,50.88552915,24
11,192.4656757,24
11,85.56834641,16
14,110.4751588,26
11,140.9170637,16
14,211.9205837,38
14,232.3328157,50
14,79.89158642,24
25,198.3278878,50
14,114.7788196,30
18,99.52536545,25
14,259.1134917,52
11,81.36167063,15
25,18.18506934,22
18,216.25277,36
18,92.05009344,25
5,174.6861758,26
5,174.6861758,26
11,174.6861758,26
11,174.6861758,26
14,174.6861758,29
14,174.6861758,29
11,262.8650611,45
25,76.65975253,28
5,285.7548294,50
18,62.71269761,25
25,190.9569819,45
18,127.395593,32
18,62.71269761,25
25,237.3398958,45
25,207.8968226,42
5,110.2055892,26
11,278.7029324,36
25,105.3068609,29
11,277.5187546,36
11,28.81201829,20
25,44.49963402,20
5,281.2578838,46
5,203.5364273,30
11,83.02362513,18
11,140.0779663,23
11,84.26635839,20
11,209.8996072,32
25,168.9156902,60
11,36.52983118,15
5,203.5364273,30
11,140.3463106,25
11,63.22897703,18
25,59.74467991,20
16,247.8802904,51
11,281.2578838,50
25,306.7704888,58
11,82.47806506,22
11,108.5075816,22
11,94.26273284,20
11,100.4338432,22
5,15.48402857,10
18,288.3728466,44
11,113.257013,28
25,212.2789721,26
18,265.2689438,47
18,340.9487109,65
18,46.44427119,17
5,225.2364265,30
25,300.9306404,68
25,114.993951,33
5,173.6356512,25
25,36.93728628,22
5,114.9418837,12
11,296.5212784,22
5,6.380334066,9
14,219.1460745,30
18,46.26084406,17
11,161.158923,27
25,20.27386952,21
18,61.48209474,21
25,20.27386952,21
25,77.45185907,30
25,77.45185907,30
18,232.350786,36
18,97.41933614,26
11,60.64176768,18
11,75.24667086,21
25,120.2039714,38
18,33.69270192,20
5,14.5412932,10
18,19.14679946,18
5,90.46824021,21
18,106.7123547,22
5,86.18197849,16
11,107.902665,19
11,74.38726475,27
25,161.7297264,32
11,192.5226252,32
18,180.4470621,35
25,311.6059721,52
25,188.799673,40
18,361.6221989,53
25,161.5897049,53
25,161.5897049,53
5,96.54798525,16
11,250.2300602,43
25,161.5897049,53
22,227.4351525,58
14,33.19173158,15
14,33.19173158,15
14,18.39995915,14
14,18.39995915,14
25,113.8725766,37
25,164.7519301,48
18,222.9276103,40
14,79.16898011,20
14,199.652741,35
18,28.06255993,18
25,122.8370142,34
11,56.74697476,17
25,102.8183635,28
18,137.5425829,35
25,102.8183635,28
11,72.88970121,24
25,122.8370142,34
25,122.8370142,34
18,361.6221989,53
18,141.9955937,40
1,113.8305265,8
1,67.39983433,6
11,63.97759181,20
18,141.9955937,40
18,141.9955937,40
18,141.9955937,40
11,102.2216226,20
18,141.9955937,40
18,141.9955937,40
11,100.8476297,20
11,247.2581923,40
18,147.3070596,28
25,120.1821624,35
18,147.3070596,28
18,148.5861862,35
11,216.4935542,47
25,164.2991746,53
5,120.579109,22
25,283.3902735,61
5,63.95841431,11
25,22.79257359,23
18,92.74497674,25
18,20.85916148,18
18,82.63164358,26
18,36.80144547,19
11,61.09910068,13
25,127.3014291,28
25,18.36624892,15
25,278.1668385,52
5,270.2139882,55
25,113.0127189,33
18,91.53657461,30
11,202.6497487,20
25,250.3698095,55
25,82.16713661,30
25,159.2293632,40
4,52.26248816,7
5,76.07061999,13
18,83.72293226,22
25,233.7606019,50
22,164.2991746,53
18,296.1540491,43
18,256.7760585,42
5,99.39463621,22
25,201.3601986,60
18,135.3424516,32
11,189.7180805,40
11,76.55014885,21
18,113.9264068,23
25,293.1594237,56
8,50.1402153,12
11,71.2542145,16
11,61.50926122,17
25,203.6090121,45
18,154.9300935,34
11,52.98108234,18
11,38.63662003,15
11,98.63358311,20
11,170.5332154,32
18,275.0056983,44
25,303.7568029,73
18,73.36470212,28
25,254.1319584,57
11,58.22639577,18
11,86.18197849,19
25,76.95891815,27
11,38.34290797,16
11,38.34290797,16
25,111.4161879,40
11,260.4682525,51
14,267.3778663,40
14,267.3778663,40
18,25.11715745,15
14,184.3840254,34
14,184.3840254,34
14,184.3840254,34
14,184.3840254,34
14,184.3840254,34
25,153.5278859,40
25,152.8085163,35
18,74.5702911,20
11,64.72339438,20
18,161.1258473,37
16,157.4521812,28
22,69.2548495,27
25,63.00503251,24
18,177.1042529,30
8,111.5984788,21
11,96.54798525,19
25,145.8991363,35
11,169.4212476,27
25,295.6697073,67
25,228.2793912,56
25,31.23834747,21
25,110.6403212,32
25,261.7102185,51
25,76.68582,27
25,162.7285651,43
18,192.7136749,39
25,274.8465851,57
14,211.2071278,48
11,176.7299318,30
11,93.7242444,18
25,189.8561085,54
5,102.1499504,23
11,122.8603892,18
25,348.9121411,80
14,152.1414204,34
14,50.88552915,24
14,114.7788196,30
25,142.3522071,37
11,62.44144974,13
11,81.36167063,15
25,318.6727031,65
5,39.4574689,15
14,103.1535005,25
14,213.8313579,43
18,190.9762272,59
11,123.9796362,17
25,83.70258828,26
18,218.9784565,40
11,296.3995596,48
25,162.7285651,47
11,285.9320304,32
14,298.7101547,52
25,162.7285651,47
14,295.7061088,52
14,259.5344093,43
25,289.9141643,67
14,169.6868702,30
1,201.4213286,12
14,281.6375419,46
5,128.4769252,17
5,37.01064351,7
5,75.72624907,18
1,215.7212822,16
5,36.4851172,8
5,28.69628903,9
1,18.21541044,3.5
5,108.4774121,12
5,70.32073721,10
4,51.00269578,4
5,64.17584776,11
14,46.36636806,22
5,280.9269222,15
25,116.5010875,26
1,25.26166627,5
5,86.67956501,16
5,257.4169506,35
5,174.2665707,7
25,57.17686768,28
5,211.8544316,19
11,49.57089921,18
5,155.7749605,26
11,112.2645703,21
25,272.9855916,55
14,259.1134917,52
25,275.9941179,59
11,140.9170637,16
11,95.65493856,17
11,94.81414097,17
25,309.1069874,58
14,156.2082385,30
11,8.335725851,13
11,48.02867161,10
25,275.9941179,56
11,36.25949641,11
25,241.2984244,47
11,128.245886,20
25,108.7773106,37
25,74.86399134,28
11,94.30725498,18
25,89.49681424,35
