site_nm,company,cnt,user_cnt,cnt_p_user,user_ratio
GS SHOP,lge,5002168,123363,40.55,0.42
Apple,lge,95778378,122993,778.73,0.42
모비위드,lge,6981960,120678,57.86,0.41
야놀자,lge,3099705,120519,25.72,0.41
KB국민카드,lge,5938688,120208,49.4,0.41
케이뱅크,lge,7177989,120108,59.76,0.41
현대Hmall,lge,2883651,120023,24.03,0.41
롯데ON,lge,5881164,119484,49.22,0.4
옥션,lge,6356057,118374,53.69,0.4
오늘의집,lge,5825461,118356,49.22,0.4
삼성카드,lge,15956912,117205,136.15,0.4
네이버 TV연예,lge,2277132,117006,19.46,0.4
NH농협,lge,4970456,114585,43.38,0.39
NH카드,lge,2854447,113692,25.11,0.38
Alipayplus,lge,1774537,112067,15.83,0.38
삼성 헬스,lge,13979308,111966,124.85,0.38
신한은행,lge,15039895,110685,135.88,0.37
Tapioy,lge,1867451,109485,17.06,0.37
롯데홈쇼핑,lge,2417441,105934,22.82,0.36
SendBird,lge,3249907,105386,30.84,0.36
Digital Turbine,lge,5634891,104625,53.86,0.35
매일경제,lge,1548909,102463,15.12,0.35
ChatGPT,lge,1550593,101880,15.22,0.34
Fairy,lge,2466812,100573,24.53,0.34
29cm,lge,4598951,99972,46.0,0.34
삼성화재,lge,2542119,99766,25.48,0.34
OpenAI,lge,1675950,99448,16.85,0.34
신한 쏠,lge,2953677,99032,29.83,0.34
ISP/페이북,lge,5455470,99000,55.11,0.34
Forter,lge,1568071,98597,15.9,0.33
뉴스픽,lge,2744563,98125,27.97,0.33
올원뱅크,lge,3299807,97094,33.99,0.33
ZigZag,lge,4141483,95678,43.29,0.32
인터파크,lge,2036988,95588,21.31,0.32
마켓컬리,lge,4625766,95519,48.43,0.32
U+Page,lge,1835501,95436,19.23,0.32
geniet,lge,3640005,95174,38.25,0.32
서플,lge,8598544,94580,90.91,0.32
카카오페이증권,lge,9425620,93443,100.87,0.32
윈도우라이브,lge,1599447,92977,17.2,0.31
네이트 뉴스,lge,3078205,92635,33.23,0.31
하나카드,lge,4990556,91730,54.4,0.31
Adobe,lge,1459737,90311,16.16,0.31
우리은행,lge,9184205,90163,101.86,0.31
KBS kong,lge,2511298,89302,28.12,0.3
QQ,lge,4900116,88906,55.12,0.3
디시트렌드,lge,2318870,88810,26.11,0.3
iTunes-Apple,lge,60513963,88600,683.0,0.3
코비그룹,lge,1735852,86623,20.04,0.29
쿠팡플레이,lge,1576704,86572,18.21,0.29
Microsoft Office,lge,3344984,86103,38.85,0.29
현대카드,lge,5672340,84696,66.97,0.29
티머니,lge,3326549,84601,39.32,0.29
iCloud,lge,28862859,82529,349.73,0.28
하이마트,lge,2066411,82429,25.07,0.28
키움증권,lge,1579075,82378,19.17,0.28
삼성생명,lge,1795918,81829,21.95,0.28
오토타임즈,lge,2517017,81668,30.82,0.28
MSN,lge,1675094,81523,20.55,0.28
퍼포멘토,lge,3442234,81501,42.24,0.28
캐시닥,lge,4416871,80818,54.65,0.27
Qualcomm,lge,4511027,80503,56.04,0.27
노티플라이,lge,1998693,79222,25.23,0.27
MS Copilot,lge,1227425,78392,15.66,0.27
alipay,lge,2238333,78380,28.56,0.27
모니모,lge,4012349,77762,51.6,0.26
에이블리,lge,2231490,76926,29.01,0.26
AD(X),lge,8083024,76890,105.12,0.26
KEB하나은행,lge,2075360,76795,27.02,0.26
Syrup,lge,10262385,76293,134.51,0.26
Starbucks Coffee Korea,lge,4856256,76070,63.84,0.26
잡코리아,lge,1311866,75836,17.3,0.26
티머니GO,lge,1634580,75471,21.66,0.26
빗썸,lge,4129616,74789,55.22,0.25
언니의파우치,lge,1265936,73824,17.15,0.25
cashbee,lge,1310249,73811,17.75,0.25
어디서했니,lge,1150333,73319,15.69,0.25
디즈니플러스,lge,1113710,72694,15.32,0.25
TVING,lge,6601909,72469,91.1,0.25
Apple 건강,lge,1253910,72295,17.34,0.24
SBS,lge,1980281,72074,27.48,0.24
삼성증권 POP,lge,2296645,71958,31.92,0.24
Nike,lge,1819649,71551,25.43,0.24
홈플러스,lge,2170367,71464,30.37,0.24
Spotify,lge,2419237,71443,33.86,0.24
하나은행,lge,2210073,70783,31.22,0.24
네이버 웹툰,lge,4299033,70691,60.81,0.24
롯데카드,lge,4936845,69829,70.7,0.24
카카오뱅크 돈이 되는 이야기,lge,1433687,69721,20.56,0.24
BC카드,lge,2207474,67842,32.54,0.23
하루스토리,lge,2296243,66866,34.34,0.23
Apple Weather,lge,1157293,66857,17.31,0.23
리브메이트,lge,1095999,66813,16.4,0.23
OK캐쉬백,lge,10819467,66593,162.47,0.23
신한 슈퍼쏠,lge,1152414,66095,17.44,0.22
넷마블,lge,1301485,65697,19.81,0.22
에펨코리아,lge,2477566,65185,38.01,0.22
업비트,lge,10923634,63996,170.69,0.22
BounceAndCollect,lge,1735860,63464,27.35,0.21
KB증권,lge,2378759,63005,37.76,0.21
멜론 아지톡,lge,3184200,61385,51.87,0.21
퀸잇,lge,934692,60753,15.39,0.21
미래에셋투자와연금센터,lge,973251,60145,16.18,0.2
NS홈쇼핑,lge,1099460,59958,18.34,0.2
신한투자증권,lge,2559254,59792,42.8,0.2
아고다,lge,1576116,59503,26.49,0.2
사람인,lge,1452512,59214,24.53,0.2
NESTADS,lge,921411,59195,15.57,0.2
현대자동차,lge,1197225,57468,20.83,0.19
카카오페이지,lge,2122109,57291,37.04,0.19
NH콕뱅크,lge,920680,57231,16.09,0.19
Telegram Messenger,lge,1615030,56952,28.36,0.19
스노우,lge,2257566,56891,39.68,0.19
stripchat,lge,1145263,53903,21.25,0.18
우리카드,lge,1911785,50802,37.63,0.17
HOME & SHOPPING,lge,2016348,50377,40.03,0.17
카카오 스토리,lge,891904,50109,17.8,0.17
코나카드,lge,1420118,49917,28.45,0.17
키워드랩 리워드,lge,853287,49678,17.18,0.17
IBK앱통장,lge,1242822,49084,25.32,0.17
i-ONE Bank,lge,955094,48910,19.53,0.17
Bambuser,lge,989355,48708,20.31,0.16
SBS 뉴스,lge,791923,48299,16.4,0.16
IBK기업은행,lge,1678731,48141,34.87,0.16
나우 메시지,lge,1403052,47622,29.46,0.16
tnkad,lge,1452210,47368,30.66,0.16
라이나생명,lge,791340,47314,16.73,0.16
하나멤버스,lge,3502538,47281,74.08,0.16
점신,lge,1179241,47160,25.01,0.16
baidu,lge,707017,46671,15.15,0.16
UBCI 인덱스,lge,1436518,46534,30.87,0.16
Samsung Galaxy,lge,729094,45443,16.04,0.15
LF몰,lge,784101,44487,17.63,0.15
삼성증권,lge,1822905,43686,41.73,0.15
이마트,lge,3126593,43565,71.77,0.15
넥슨,lge,7390304,43483,169.96,0.15
다음 메일,lge,766909,43455,17.65,0.15
Apple Mapkit,lge,717110,43454,16.5,0.15
인벤,lge,735384,43087,17.07,0.15
우리동네GS,lge,3081955,41478,74.3,0.14
해피포인트,lge,1182888,40975,28.87,0.14
알바천국,lge,790164,40593,19.47,0.14
직방,lge,865436,40577,21.33,0.14
알바몬,lge,791275,40503,19.54,0.14
에이닷,lge,1286124,38365,33.52,0.13
plaync,lge,732176,36546,20.03,0.12
기상청 날씨누리,lge,1266461,36545,34.65,0.12
SmartSwitch,lge,559098,36530,15.31,0.12
LG ThinQ,lge,2851777,36300,78.56,0.12
숲,lge,8010901,36166,221.5,0.12
후후,lge,3305483,36089,91.59,0.12
지니 뮤직,lge,6586394,35972,183.1,0.12
숨고,lge,587754,35695,16.47,0.12
MediaTek,lge,2348113,35652,65.86,0.12
AccuWeather,lge,1210435,35084,34.5,0.12
키움증권 영웅문S,lge,2895506,34850,83.08,0.12
오늘의 퀴즈,lge,724283,34360,21.08,0.12
Samsung SmartThings,lge,958328,34352,27.9,0.12
내트리를꾸며줘!,lge,808234,33658,24.01,0.11
뉴스톡,lge,616596,33647,18.33,0.11
기아자동차,lge,975434,33414,29.19,0.11
KBS,lge,642593,33234,19.34,0.11
Microsoft Graph,lge,570075,33196,17.17,0.11
그리팅몰,lge,910861,32523,28.01,0.11
메가MGC커피,lge,661141,32372,20.42,0.11
xHamster,lge,1072149,32211,33.29,0.11
카카오버스,lge,659505,31789,20.75,0.11
Polaris Office,lge,503722,31449,16.02,0.11
허블닷컴,lge,1017256,31411,32.39,0.11
ThreatCast,lge,813078,31050,26.19,0.11
Google 캘린더,lge,994860,30913,32.18,0.1
다음 이슈포커스,lge,493547,30737,16.06,0.1
루리웹,lge,522137,30616,17.05,0.1
하퍼스 바자 코리아,lge,451307,29993,15.05,0.1
Brawl Stars,lge,497354,29392,16.92,0.1
코스모폴리탄,lge,441655,29291,15.08,0.1
호갱노노,lge,580169,29116,19.93,0.1
디스코드,lge,1222874,28645,42.69,0.1
Microsoft Teams,lge,2314606,28508,81.19,0.1
YouTube Music,modevi,28418,123,231.04,0.98
Google 애널리틱스,modevi,9102,123,74.0,0.98
네이버,modevi,198109,123,1610.64,0.98
네이버 쇼핑,modevi,25152,123,204.49,0.98
네이버 지도,modevi,28598,123,232.5,0.98
Firebase Crashlytics,modevi,9887,123,80.38,0.98
카카오,modevi,63473,123,516.04,0.98
Google,modevi,86840,123,706.02,0.98
Braze,modevi,14314,123,116.37,0.98
Bing,modevi,6886,123,55.98,0.98
네이버 애널리틱스,modevi,14650,123,119.11,0.98
당근마켓,modevi,31070,123,252.6,0.98
다음,modevi,68431,123,556.35,0.98
카카오 내비,modevi,13946,123,113.38,0.98
쿠팡,modevi,138212,123,1123.67,0.98
Pi Network,modevi,4485,123,36.46,0.98
YouTube,modevi,255962,123,2080.99,0.98
Airbridge,modevi,9254,123,75.24,0.98
토스,modevi,54117,123,439.98,0.98
Facebook,modevi,113084,123,919.38,0.98
Papago,modevi,12121,123,98.54,0.98
네이버 Corporation,modevi,10333,122,84.7,0.97
네이버 페이,modevi,6153,122,50.43,0.97
네이버 블로그,modevi,23921,122,196.07,0.97
네이버 통합검색,modevi,31389,122,257.29,0.97
clarity,modevi,9734,122,79.79,0.97
카카오톡,modevi,36159,122,296.39,0.97
Criteo,modevi,16126,122,132.18,0.97
Google Play,modevi,6403,122,52.48,0.97
UNPKG,modevi,2120,122,17.38,0.97
jQuery,modevi,4098,121,33.87,0.96
Media.net,modevi,5291,121,43.73,0.96
쿠팡이츠,modevi,18039,121,149.08,0.96
벅스,modevi,3054,121,25.24,0.96
megadata,modevi,2826,121,23.36,0.96
네이버 플레이스,modevi,6769,121,55.94,0.96
Sentry,modevi,8711,121,71.99,0.96
NHN TOAST,modevi,7117,121,58.82,0.96
네이버 사전,modevi,3527,121,29.15,0.96
DFINERY,modevi,6249,121,51.64,0.96
네이버 스마트스토어,modevi,6945,121,57.4,0.96
Coupang Partners,modevi,10286,121,85.01,0.96
Instagram,modevi,54630,121,451.49,0.96
카카오톡 오픈채팅,modevi,11263,121,93.08,0.96
Taboola,modevi,15484,121,127.97,0.96
Moloco,modevi,7354,121,60.78,0.96
Teads,modevi,6344,121,52.43,0.96
TikTok,modevi,25146,121,207.82,0.96
1rx,modevi,3461,120,28.84,0.95
트위터,modevi,8081,120,67.34,0.95
Google Messages,modevi,4907,120,40.89,0.95
네이버 내정보,modevi,6163,120,51.36,0.95
에이스트레이더,modevi,6133,120,51.11,0.95
Google 어카운트,modevi,9657,120,80.47,0.95
ntp,modevi,8816,119,74.08,0.94
카카오페이,modevi,15697,119,131.91,0.94
채널톡,modevi,5018,119,42.17,0.94
InMobi,modevi,5689,119,47.81,0.94
Amazon Web Services,modevi,10602,119,89.09,0.94
LG U+,modevi,6490,118,55.0,0.94
Temu,modevi,9766,118,82.76,0.94
애드파이,modevi,19750,118,167.37,0.94
Branch,modevi,3457,117,29.55,0.93
adbrix,modevi,2965,116,25.56,0.92
MezzoMedia,modevi,2181,116,18.8,0.92
Insider,modevi,2154,115,18.73,0.91
Hotjar,modevi,3508,115,30.5,0.91
네이버 뉴스,modevi,6460,115,56.17,0.91
트위터 애널리틱스,modevi,1845,115,16.04,0.91
Vungle,modevi,8189,114,71.83,0.9
카페24,modevi,3578,114,31.39,0.9
카카오맵,modevi,5678,114,49.81,0.9
네이버 카페,modevi,13182,114,115.63,0.9
Unity,modevi,25369,113,224.5,0.9
Melon,modevi,10213,113,90.38,0.9
openx,modevi,3922,112,35.02,0.89
네이버 톡톡,modevi,8918,110,81.07,0.87
아임웹,modevi,2744,110,24.95,0.87
G마켓,modevi,9274,109,85.08,0.87
위메프,modevi,2392,109,21.94,0.87
Samsung,modevi,18677,108,172.94,0.86
네이버 메일,modevi,2370,107,22.15,0.85
크리마,modevi,3677,105,35.02,0.83
AppsFlyer,modevi,1648,105,15.7,0.83
국세청 홈택스,modevi,2204,105,20.99,0.83
11번가,modevi,5901,105,56.2,0.83
애피어,modevi,2807,105,26.73,0.83
나무위키,modevi,3242,105,30.88,0.83
Google 번역,modevi,2098,105,19.98,0.83
TikTok Lite,modevi,40488,104,389.31,0.83
Buzzvil,modevi,7239,104,69.61,0.83
AppLovin,modevi,7669,104,73.74,0.83
hackle,modevi,2659,104,25.57,0.83
Gmail,modevi,8481,103,82.34,0.82
AhnLab,modevi,7731,103,75.06,0.82
배달의민족,modevi,32542,102,319.04,0.81
에디,modevi,2448,102,24.0,0.81
Rubicon Project,modevi,2607,102,25.56,0.81
AliExpress,modevi,11051,102,108.34,0.81
Netflix,modevi,17264,101,170.93,0.8
디시인사이드,modevi,5287,101,52.35,0.8
App Center,modevi,7067,101,69.97,0.8
Microsoft,modevi,8091,101,80.11,0.8
ONE store,modevi,9267,97,95.54,0.77
LIAPP,modevi,3229,96,33.64,0.76
Alibaba,modevi,2836,93,30.49,0.74
taobao,modevi,3234,92,35.15,0.73
다음 카페,modevi,1400,92,15.22,0.73
Yahoo,modevi,1910,91,20.99,0.72
Galaxy Wearable,modevi,6742,91,74.09,0.72
GIPHY,modevi,3919,90,43.54,0.71
OneDrive,modevi,4459,90,49.54,0.71
SSG.COM,modevi,4489,88,51.01,0.7
브이리뷰,modevi,1880,88,21.36,0.7
SmartThings,modevi,5751,87,66.1,0.69
Adrop,modevi,1548,87,17.79,0.69
웨더뉴스,modevi,7838,87,90.09,0.69
네이버 부동산,modevi,1417,87,16.29,0.69
샵라이브,modevi,1854,85,21.81,0.67
Samsung Cloud,modevi,5054,84,60.17,0.67
네이버 스포츠,modevi,3825,83,46.08,0.66
카카오 뱅크,modevi,7170,83,86.39,0.66
라온시큐어,modevi,1312,81,16.2,0.64
T map,modevi,12005,81,148.21,0.64
번개장터,modevi,1383,81,17.07,0.64
Apple,modevi,55784,80,697.3,0.63
스카이프,modevi,2574,80,32.17,0.63
삼성페이,modevi,8783,79,111.18,0.63
KB Pay,modevi,1970,79,24.94,0.63
네이버 TV연예,modevi,1263,78,16.19,0.62
오늘의집,modevi,7447,78,95.47,0.62
KB스타뱅킹,modevi,5807,77,75.42,0.61
옥션,modevi,3149,76,41.43,0.6
OneSignal,modevi,2135,75,28.47,0.6
PostHog,modevi,1164,75,15.52,0.6
채티,modevi,1530,74,20.68,0.59
토스증권,modevi,8591,74,116.09,0.59
더쿠,modevi,1552,73,21.26,0.58
디시트렌드,modevi,2607,73,35.71,0.58
밴드,modevi,5018,71,70.68,0.56
요기요,modevi,2912,71,41.01,0.56
Snapchat,modevi,1619,70,23.13,0.56
토스뱅크,modevi,3457,70,49.39,0.56
LGU+ TSM,modevi,1066,69,15.45,0.55
MSN,modevi,1086,68,15.97,0.54
McAfee,modevi,7575,68,111.4,0.54
신한페이판,modevi,3387,68,49.81,0.54
SendBird,modevi,1712,66,25.94,0.52
캐시워크,modevi,4763,66,72.17,0.52
Microsoft Office,modevi,3221,65,49.55,0.52
RevenueCat,modevi,1093,65,16.82,0.52
윈도우라이브,modevi,1460,65,22.46,0.52
ChatGPT,modevi,1395,65,21.46,0.52
신한카드,modevi,2989,64,46.7,0.51
OpenAI,modevi,1484,63,23.56,0.5
삼쩜삼,modevi,1355,63,21.51,0.5
AMP,modevi,2191,62,35.34,0.49
DuckDuckGo,modevi,1738,61,28.49,0.48
EV라운지,modevi,1070,61,17.54,0.48
KB국민카드,modevi,2578,61,42.26,0.48
야놀자,modevi,1371,60,22.85,0.48
올리브영,modevi,1991,59,33.75,0.47
ISP/페이북,modevi,3369,59,57.1,0.47
티머니,modevi,2739,58,47.22,0.46
에펨코리아,modevi,3860,58,66.55,0.46
카카오페이증권,modevi,3631,58,62.6,0.46
다나와,modevi,917,58,15.81,0.46
현대카드,modevi,4264,57,74.81,0.45
iTunes-Apple,modevi,33258,57,583.47,0.45
롯데ON,modevi,1790,57,31.4,0.45
무신사,modevi,4396,56,78.5,0.44
Avatye,modevi,2087,56,37.27,0.44
신한은행,modevi,6510,55,118.36,0.44
노티플라이,modevi,917,54,16.98,0.43
티머니GO,modevi,1001,54,18.54,0.43
Forter,modevi,1480,54,27.41,0.43
stripchat,modevi,1718,53,32.42,0.42
GS SHOP,modevi,947,53,17.87,0.42
NESTADS,modevi,1313,53,24.77,0.42
iCloud,modevi,16724,53,315.55,0.42
신한 쏠,modevi,1370,52,26.35,0.41
잡코리아,modevi,1240,52,23.85,0.41
QQ,modevi,2885,52,55.48,0.41
네이버 웹툰,modevi,4650,52,89.42,0.41
Alipayplus,modevi,779,51,15.27,0.4
삼성 헬스,modevi,7113,51,139.47,0.4
우리은행,modevi,5442,50,108.84,0.4
연합뉴스,modevi,2085,50,41.7,0.4
X,modevi,877,50,17.54,0.4
하이마트,modevi,1367,50,27.34,0.4
사람인,modevi,2379,50,47.58,0.4
매일경제,modevi,769,49,15.69,0.39
인벤,modevi,1743,49,35.57,0.39
네이트 뉴스,modevi,1256,49,25.63,0.39
하나카드,modevi,2046,48,42.63,0.38
alipay,modevi,1253,48,26.1,0.38
한겨레,modevi,743,47,15.81,0.37
Starbucks Coffee Korea,modevi,2054,47,43.7,0.37
Adobe,modevi,1193,47,25.38,0.37
삼성카드,modevi,3964,46,86.17,0.37
아고다,modevi,2112,46,45.91,0.37
ExelBid,modevi,1483,45,32.96,0.36
마켓컬리,modevi,2057,45,45.71,0.36
롯데홈쇼핑,modevi,864,45,19.2,0.36
Spotify,modevi,1768,44,40.18,0.35
BC카드,modevi,1035,44,23.52,0.35
NH카드,modevi,1179,44,26.8,0.35
Qualcomm,modevi,2463,43,57.28,0.34
업비트,modevi,4485,43,104.3,0.34
넥슨,modevi,6927,43,161.09,0.34
SBS,modevi,1604,43,37.3,0.34
KBS kong,modevi,740,42,17.62,0.33
현대자동차,modevi,760,42,18.1,0.33
올원뱅크,modevi,1429,41,34.85,0.33
Telegram Messenger,modevi,1619,41,39.49,0.33
29cm,modevi,1429,41,34.85,0.33
숨고,modevi,951,41,23.2,0.33
루리웹,modevi,999,40,24.98,0.32
U+Page,modevi,748,39,19.18,0.31
케이뱅크,modevi,2579,39,66.13,0.31
인터파크,modevi,616,39,15.79,0.31
NH농협,modevi,2136,39,54.77,0.31
Nike,modevi,1255,38,33.03,0.3
넷마블,modevi,1903,38,50.08,0.3
신한 슈퍼쏠,modevi,598,38,15.74,0.3
xHamster,modevi,1155,38,30.39,0.3
TVING,modevi,4617,38,121.5,0.3
스노우,modevi,1364,37,36.86,0.29
Amazon,modevi,572,37,15.46,0.29
홈플러스,modevi,1279,37,34.57,0.29
IKEA,modevi,715,37,19.32,0.29
ZigZag,modevi,1432,37,38.7,0.29
직방,modevi,888,36,24.67,0.29
디스코드,modevi,1315,36,36.53,0.29
하나은행,modevi,749,36,20.81,0.29
AD(X),modevi,1951,35,55.74,0.28
Digital Turbine,modevi,652,35,18.63,0.28
KEB하나은행,modevi,565,35,16.14,0.28
롯데카드,modevi,1902,34,55.94,0.27
스카이스캐너,modevi,534,34,15.71,0.27
멜론 아지톡,modevi,1687,33,51.12,0.26
빗썸,modevi,2265,33,68.64,0.26
SK텔레콤,modevi,529,33,16.03,0.26
Syrup,modevi,1827,32,57.09,0.25
에이블리,modevi,704,32,22.0,0.25
알바몬,modevi,801,31,25.84,0.25
우리카드,modevi,974,31,31.42,0.25
1.1.1.1,modevi,551,30,18.37,0.24
우리동네GS,modevi,835,30,27.83,0.24
이마트,modevi,1685,30,56.17,0.24
UBCI 인덱스,modevi,765,29,26.38,0.23
다음 메일,modevi,949,29,32.72,0.23
기아자동차,modevi,652,29,22.48,0.23
MissAV,modevi,591,28,21.11,0.22
Slack,modevi,774,28,27.64,0.22
baidu,modevi,858,28,30.64,0.22
카카오모빌리티,modevi,564,28,20.14,0.22
웃긴대학,modevi,906,28,32.36,0.22
키움증권,modevi,783,27,29.0,0.21
코비그룹,modevi,541,27,20.04,0.21
SK엔카,modevi,1317,26,50.65,0.21
하프클럽,modevi,734,26,28.23,0.21
i-ONE Bank,modevi,580,25,23.2,0.2
숲,modevi,8327,25,333.08,0.2
인스티즈,modevi,397,25,15.88,0.2
중고나라,modevi,379,24,15.79,0.19
IBK앱통장,modevi,530,24,22.08,0.19
내트리를꾸며줘!,modevi,529,24,22.04,0.19
뉴토끼,modevi,866,24,36.08,0.19
LG ThinQ,modevi,1214,24,50.58,0.19
지니 뮤직,modevi,4228,23,183.83,0.18
IBK기업은행,modevi,997,23,43.35,0.18
모니모,modevi,569,22,25.86,0.17
메가MGC커피,modevi,493,22,22.41,0.17
Google 캘린더,modevi,618,22,28.09,0.17
Microsoft Teams,modevi,1676,21,79.81,0.17
호갱노노,modevi,439,21,20.9,0.17
AV19,modevi,496,21,23.62,0.17
KBS,modevi,332,20,16.6,0.16
HOME & SHOPPING,modevi,398,20,19.9,0.16
AHCDN,modevi,311,19,16.37,0.15
후후,modevi,906,19,47.68,0.15
쏘카,modevi,816,19,42.95,0.15
키움증권 영웅문S,modevi,2075,19,109.21,0.15
코나카드,modevi,479,19,25.21,0.15
탑툰,modevi,377,19,19.84,0.15
유니콘소프트,modevi,396,19,20.84,0.15
미래에셋투자와연금센터,modevi,288,19,15.16,0.15
북토끼,modevi,301,18,16.72,0.14
NH콕뱅크,modevi,358,18,19.89,0.14
마나토끼,modevi,312,18,17.33,0.14
Juicy Ads,modevi,363,18,20.17,0.14
와디즈,modevi,288,18,16.0,0.14
하루스토리,modevi,467,18,25.94,0.14
Samsung SmartThings,modevi,323,18,17.94,0.14
밀리의 서재,modevi,700,18,38.89,0.14
해피포인트,modevi,550,18,30.56,0.14
umeng,modevi,962,17,56.59,0.13
점신,modevi,463,17,27.24,0.13
현대 카페이,modevi,384,17,22.59,0.13
미래에셋증권 M-STOCK,modevi,642,17,37.76,0.13
W Concept,modevi,581,17,34.18,0.13
JTBC,modevi,301,17,17.71,0.13
데일리샷,modevi,275,16,17.19,0.13
ThreatCast,modevi,629,16,39.31,0.13
OK캐쉬백,modevi,1543,16,96.44,0.13
기아 커넥트,modevi,306,15,20.4,0.12
Polaris Office,modevi,335,15,22.33,0.12
포켓CU,modevi,277,15,18.47,0.12
Uber,modevi,238,15,15.87,0.12
plaync,modevi,956,15,63.73,0.12
신라면세점,modevi,228,15,15.2,0.12
웨이브,modevi,936,15,62.4,0.12
아시아나항공,modevi,238,15,15.87,0.12
Scorecard Research,modevi,239,15,15.93,0.12
Zoom,modevi,321,15,21.4,0.12
hitomi,modevi,370,14,26.43,0.11
blahfaw,modevi,414,14,29.57,0.11
블라인드 TOPIC,modevi,271,14,19.36,0.11
BGF 리테일,modevi,254,14,18.14,0.11
Brawl Stars,modevi,270,13,20.77,0.1
KB증권,modevi,398,13,30.62,0.1
네이버 캘린더,modevi,375,13,28.85,0.1
카카오 지하철,modevi,200,13,15.38,0.1
tnkad,modevi,301,12,25.08,0.1
dmm,modevi,310,12,25.83,0.1
나우 메시지,modevi,412,12,34.33,0.1
Avdbs,modevi,253,12,21.08,0.1
리디북스,modevi,677,12,56.42,0.1
BMW 코리아,modevi,300,12,25.0,0.1
네이버웍스,modevi,958,12,79.83,0.1
카카오,samsunge,1163600,2213,525.8,0.99
YouTube Music,samsunge,469469,2213,212.14,0.99
카카오 내비,samsunge,248142,2213,112.13,0.99
네이버 애널리틱스,samsunge,253592,2213,114.59,0.99
Google,samsunge,1528085,2213,690.5,0.99
다음,samsunge,1339017,2213,605.07,0.99
네이버 지도,samsunge,466300,2213,210.71,0.99
네이버 쇼핑,samsunge,550289,2213,248.66,0.99
네이버,samsunge,3987596,2213,1801.9,0.99
Firebase Crashlytics,samsunge,178103,2213,80.48,0.99
YouTube,samsunge,3899354,2213,1762.02,0.99
Facebook,samsunge,1726362,2212,780.45,0.99
Google Play,samsunge,110611,2212,50.0,0.99
Google 애널리틱스,samsunge,158605,2212,71.7,0.99
네이버 페이,samsunge,137880,2210,62.39,0.99
카카오톡 오픈채팅,samsunge,215150,2210,97.35,0.99
카카오톡,samsunge,661304,2210,299.23,0.99
네이버 Corporation,samsunge,189707,2209,85.88,0.99
네이버 통합검색,samsunge,636182,2209,288.0,0.99
쿠팡,samsunge,2380883,2208,1078.3,0.99
네이버 블로그,samsunge,484617,2207,219.58,0.99
Bing,samsunge,137145,2206,62.17,0.99
jQuery,samsunge,70076,2206,31.77,0.99
Taboola,samsunge,293936,2204,133.36,0.98
Coupang Partners,samsunge,183621,2204,83.31,0.98
NHN TOAST,samsunge,131881,2203,59.86,0.98
Google 어카운트,samsunge,148371,2203,67.35,0.98
Papago,samsunge,218283,2202,99.13,0.98
네이버 플레이스,samsunge,133291,2201,60.56,0.98
Google Messages,samsunge,80156,2201,36.42,0.98
TikTok,samsunge,394921,2201,179.43,0.98
당근마켓,samsunge,601674,2199,273.61,0.98
토스,samsunge,917466,2198,417.41,0.98
Airbridge,samsunge,163604,2195,74.53,0.98
네이버 내정보,samsunge,116285,2194,53.0,0.98
Moloco,samsunge,131128,2194,59.77,0.98
Criteo,samsunge,271844,2194,123.9,0.98
Braze,samsunge,261094,2193,119.06,0.98
쿠팡이츠,samsunge,305352,2192,139.3,0.98
네이버 스마트스토어,samsunge,157265,2192,71.74,0.98
Teads,samsunge,106982,2191,48.83,0.98
Pi Network,samsunge,71610,2191,32.68,0.98
1rx,samsunge,64348,2191,29.37,0.98
Media.net,samsunge,91395,2191,41.71,0.98
DFINERY,samsunge,142421,2190,65.03,0.98
네이버 사전,samsunge,73615,2189,33.63,0.98
Sentry,samsunge,149924,2188,68.52,0.98
Instagram,samsunge,811332,2182,371.83,0.97
Amazon Web Services,samsunge,173855,2182,79.68,0.97
megadata,samsunge,53188,2180,24.4,0.97
clarity,samsunge,168929,2178,77.56,0.97
벅스,samsunge,55136,2177,25.33,0.97
UNPKG,samsunge,36827,2176,16.92,0.97
에이스트레이더,samsunge,89727,2168,41.39,0.97
트위터,samsunge,88810,2167,40.98,0.97
네이버 카페,samsunge,343094,2164,158.55,0.97
카카오페이,samsunge,246284,2163,113.86,0.97
ntp,samsunge,173175,2160,80.17,0.96
Samsung,samsunge,452040,2159,209.37,0.96
LG U+,samsunge,138831,2156,64.39,0.96
Temu,samsunge,161337,2155,74.87,0.96
채널톡,samsunge,92277,2150,42.92,0.96
InMobi,samsunge,107090,2143,49.97,0.96
Insider,samsunge,65859,2143,30.73,0.96
카페24,samsunge,62110,2142,29.0,0.96
MezzoMedia,samsunge,42296,2142,19.75,0.96
애드파이,samsunge,458121,2134,214.68,0.95
adbrix,samsunge,55369,2103,26.33,0.94
네이버 뉴스,samsunge,160038,2092,76.5,0.93
Melon,samsunge,199390,2087,95.54,0.93
openx,samsunge,56181,2085,26.95,0.93
Branch,samsunge,51158,2085,24.54,0.93
네이버 톡톡,samsunge,251602,2080,120.96,0.93
Medallia,samsunge,38753,2073,18.69,0.93
카카오맵,samsunge,82600,2070,39.9,0.92
Hotjar,samsunge,58915,2066,28.52,0.92
G마켓,samsunge,146764,2041,71.91,0.91
국세청 홈택스,samsunge,51703,2034,25.42,0.91
Unity,samsunge,424746,2028,209.44,0.91
Buzzvil,samsunge,130190,2026,64.26,0.9
